geography,year,topic,category,sub_category,value_description,value
West Melbourne (Residential),2016,Residents: Ethnicity,Country of birth - detailed,Ethiopia,Count of persons,4.0
West Melbourne (Residential),2016,Residents: Ethnicity,Country of birth - detailed,Mauritius,Count of persons,8.0
West Melbourne (Residential),2016,Residents: Ethnicity,Country of birth - detailed,Spain,Count of persons,22.0
West Melbourne (Residential),2016,Residents: Ethnicity,Country of birth - detailed,Kenya,Count of persons,0.0
West Melbourne (Residential),2016,Residents: Ethnicity,Country of birth - detailed,Born elsewhere,Count of persons,141.0
Carlton,2011,Residents: Education,Non-school qualification: field of study,Natural and Physical Sciences,Count of persons aged 15 years and over with a qualification,541.0
Carlton,2011,Residents: Education,Non-school qualification: field of study,Engineering and Related Technologies,Count of persons aged 15 years and over with a qualification,654.0
Carlton,2011,Residents: Education,Non-school qualification: field of study,Agriculture Environmental and Related Studies,Count of persons aged 15 years and over with a qualification,67.0
Carlton,2011,Residents: Education,Non-school qualification: field of study,Education,Count of persons aged 15 years and over with a qualification,324.0
Carlton,2011,Residents: Education,Non-school qualification: field of study,Management and Commerce,Count of persons aged 15 years and over with a qualification,1415.0
Carlton,2011,Residents: Education,Non-school qualification: field of study,Creative Arts,Count of persons aged 15 years and over with a qualification,627.0
Carlton,2011,Residents: Education,Non-school qualification: field of study,Field of study inadequately described,Count of persons aged 15 years and over with a qualification,184.0
Docklands,2011,Residents: Education,Non-school qualification: field of study,Natural and Physical Sciences,Count of persons aged 15 years and over with a qualification,155.0
Docklands,2011,Residents: Education,Non-school qualification: field of study,Information Technology,Count of persons aged 15 years and over with a qualification,316.0
Docklands,2011,Residents: Education,Non-school qualification: field of study,Health,Count of persons aged 15 years and over with a qualification,223.0
East Melbourne,2011,Residents: Education,Non-school qualification: field of study,Natural and Physical Sciences,Count of persons aged 15 years and over with a qualification,142.0
East Melbourne,2011,Residents: Education,Non-school qualification: field of study,Society and Culture,Count of persons aged 15 years and over with a qualification,610.0
East Melbourne,2011,Residents: Education,Non-school qualification: field of study,Mixed Field Programmes,Count of persons aged 15 years and over with a qualification,0.0
East Melbourne,2011,Residents: Education,Non-school qualification: field of study,Field of study inadequately described,Count of persons aged 15 years and over with a qualification,75.0
Greater Melbourne,2011,Residents: Education,Non-school qualification: field of study,Information Technology,Count of persons aged 15 years and over with a qualification,75224.0
Greater Melbourne,2011,Residents: Education,Non-school qualification: field of study,Agriculture Environmental and Related Studies,Count of persons aged 15 years and over with a qualification,23959.0
Greater Melbourne,2011,Residents: Education,Non-school qualification: field of study,Health,Count of persons aged 15 years and over with a qualification,160370.0
Greater Melbourne,2011,Residents: Education,Non-school qualification: field of study,Education,Count of persons aged 15 years and over with a qualification,131571.0
Greater Melbourne,2011,Residents: Education,Non-school qualification: field of study,Management and Commerce,Count of persons aged 15 years and over with a qualification,364974.0
Carlton,2011,Residents: Age and gender,Age - key groups,Youth (12-25 years),Count of persons,6528.0
Docklands,2011,Residents: Age and gender,Age - key groups,Youth (12-25 years),Count of persons,1194.0
East Melbourne,2011,Residents: Age and gender,Age - key groups,Children (0-11 years),Count of persons,234.0
East Melbourne,2011,Residents: Age and gender,Age - key groups,Older (60 years and over),Count of persons,1111.0
Greater Melbourne,2011,Residents: Age and gender,Age - key groups,Youth (12-25 years),Count of persons,758029.0
Greater Melbourne,2011,Residents: Age and gender,Age - key groups,Adult (26-59 years),Count of persons,1917188.0
Kensington,2011,Residents: Age and gender,Age - key groups,Youth (12-25 years),Count of persons,1750.0
Melbourne (CBD),2011,Residents: Age and gender,Age - key groups,Children (0-11 years),Count of persons,550.0
Melbourne (CBD),2011,Residents: Age and gender,Age - key groups,Youth (12-25 years),Count of persons,8740.0
Melbourne (CBD),2011,Residents: Age and gender,Age - key groups,Adult (26-59 years),Count of persons,9727.0
City of Melbourne,2011,Residents: Age and gender,Age - key groups,Adult (26-59 years),Count of persons,48147.0
North Melbourne,2011,Residents: Age and gender,Age - key groups,Youth (12-25 years),Count of persons,3396.0
North Melbourne,2011,Residents: Age and gender,Age - key groups,Older (60 years and over),Count of persons,1482.0
Parkville,2011,Residents: Age and gender,Age - key groups,Children (0-11 years),Count of persons,322.0
Parkville,2011,Residents: Age and gender,Age - key groups,Older (60 years and over),Count of persons,896.0
South Yarra (inc. Melbourne Remainder),2011,Residents: Age and gender,Age - key groups,Adult (26-59 years),Count of persons,3352.0
South Yarra (inc. Melbourne Remainder),2011,Residents: Age and gender,Age - key groups,Older (60 years and over),Count of persons,1491.0
Southbank,2011,Residents: Age and gender,Age - key groups,Children (0-11 years),Count of persons,439.0
West Melbourne (Residential),2011,Residents: Age and gender,Age - key groups,Older (60 years and over),Count of persons,318.0
Docklands,2016,Residents: Age and gender,Age - key groups,Adult (26-59 years),Count of persons,6753.0
Docklands,2016,Residents: Age and gender,Age - key groups,Older (60 years and over),Count of persons,955.0
East Melbourne,2016,Residents: Age and gender,Age - key groups,Adult (26-59 years),Count of persons,2666.0
East Melbourne,2016,Residents: Age and gender,Age - key groups,Older (60 years and over),Count of persons,1278.0
Greater Melbourne,2016,Residents: Age and gender,Age - key groups,Youth (12-25 years),Count of persons,823033.0
Greater Melbourne,2016,Residents: Age and gender,Age - key groups,Adult (26-59 years),Count of persons,2141537.0
Melbourne (CBD),2016,Residents: Age and gender,Age - key groups,Adult (26-59 years),Count of persons,17192.0
City of Melbourne,2016,Residents: Age and gender,Age - key groups,Youth (12-25 years),Count of persons,47421.0
City of Melbourne,2016,Residents: Age and gender,Age - key groups,Adult (26-59 years),Count of persons,68451.0
North Melbourne,2016,Residents: Age and gender,Age - key groups,Adult (26-59 years),Count of persons,7276.0
Parkville,2016,Residents: Age and gender,Age - key groups,Children (0-11 years),Count of persons,324.0
Parkville,2016,Residents: Age and gender,Age - key groups,Youth (12-25 years),Count of persons,3265.0
South Yarra (inc. Melbourne Remainder),2016,Residents: Age and gender,Age - key groups,Youth (12-25 years),Count of persons,1019.0
South Yarra (inc. Melbourne Remainder),2016,Residents: Age and gender,Age - key groups,Older (60 years and over),Count of persons,1746.0
Southbank,2016,Residents: Age and gender,Age - key groups,Adult (26-59 years),Count of persons,11382.0
West Melbourne (Residential),2016,Residents: Age and gender,Age - key groups,Adult (26-59 years),Count of persons,3373.0
East Melbourne,2011,Residents: Age and gender,Age - median,Median age,Age in years,38.34
Kensington,2011,Residents: Age and gender,Age - median,Median age,Age in years,32.34
North Melbourne,2011,Residents: Age and gender,Age - median,Median age,Age in years,29.64
West Melbourne (Residential),2011,Residents: Age and gender,Age - median,Median age,Age in years,30.06
Docklands,2016,Residents: Age and gender,Age - median,Median age,Age in years,31.76
City of Melbourne,2016,Residents: Age and gender,Age - median,Median age,Age in years,28.0
Parkville,2016,Residents: Age and gender,Age - median,Median age,Age in years,31.22
South Yarra (inc. Melbourne Remainder),2016,Residents: Age and gender,Age - median,Median age,Age in years,38.79
Carlton,2011,Residents: Age and gender,Age - 5 year groups,5-9 years,Count of persons,313.0
Carlton,2011,Residents: Age and gender,Age - 5 year groups,60-64 years,Count of persons,376.0
Carlton,2011,Residents: Age and gender,Age - 5 year groups,80-84 years,Count of persons,108.0
Carlton,2011,Residents: Age and gender,Age - 5 year groups,95-99 years,Count of persons,6.0
Docklands,2011,Residents: Age and gender,Age - 5 year groups,30-34 years,Count of persons,862.0
Docklands,2011,Residents: Age and gender,Age - 5 year groups,45-49 years,Count of persons,331.0
Docklands,2011,Residents: Age and gender,Age - 5 year groups,50-54 years,Count of persons,351.0
Docklands,2011,Residents: Age and gender,Age - 5 year groups,55-59 years,Count of persons,294.0
Docklands,2011,Residents: Age and gender,Age - 5 year groups,95-99 years,Count of persons,0.0
East Melbourne,2011,Residents: Age and gender,Age - 5 year groups,10-14 years,Count of persons,60.0
East Melbourne,2011,Residents: Age and gender,Age - 5 year groups,15-19 years,Count of persons,83.0
East Melbourne,2011,Residents: Age and gender,Age - 5 year groups,30-34 years,Count of persons,690.0
East Melbourne,2011,Residents: Age and gender,Age - 5 year groups,35-39 years,Count of persons,359.0
East Melbourne,2011,Residents: Age and gender,Age - 5 year groups,50-54 years,Count of persons,281.0
East Melbourne,2011,Residents: Age and gender,Age - 5 year groups,60-64 years,Count of persons,305.0
East Melbourne,2011,Residents: Age and gender,Age - 5 year groups,65-69 years,Count of persons,250.0
East Melbourne,2011,Residents: Age and gender,Age - 5 year groups,85-89 years,Count of persons,59.0
East Melbourne,2011,Residents: Age and gender,Age - 5 year groups,90-94 years,Count of persons,42.0
Greater Melbourne,2011,Residents: Age and gender,Age - 5 year groups,10-14 years,Count of persons,237624.0
Greater Melbourne,2011,Residents: Age and gender,Age - 5 year groups,15-19 years,Count of persons,253091.0
Greater Melbourne,2011,Residents: Age and gender,Age - 5 year groups,30-34 years,Count of persons,300748.0
Greater Melbourne,2011,Residents: Age and gender,Age - 5 year groups,40-44 years,Count of persons,300545.0
Greater Melbourne,2011,Residents: Age and gender,Age - 5 year groups,50-54 years,Count of persons,257503.0
Parkville,2011,Residents: Age and gender,Age - 5 year groups,30-34 years,Count of persons,443.0
Greater Melbourne,2011,Residents: Age and gender,Age - 5 year groups,70-74 years,Count of persons,121442.0
Greater Melbourne,2011,Residents: Age and gender,Age - 5 year groups,80-84 years,Count of persons,78810.0
Greater Melbourne,2011,Residents: Age and gender,Age - 5 year groups,90-94 years,Count of persons,18887.0
Greater Melbourne,2011,Residents: Age and gender,Age - 5 year groups,100 years and over,Count of persons,635.0
Kensington,2011,Residents: Age and gender,Age - 5 year groups,15-19 years,Count of persons,317.0
Kensington,2011,Residents: Age and gender,Age - 5 year groups,20-24 years,Count of persons,967.0
Kensington,2011,Residents: Age and gender,Age - 5 year groups,25-29 years,Count of persons,1543.0
Kensington,2011,Residents: Age and gender,Age - 5 year groups,80-84 years,Count of persons,81.0
Kensington,2011,Residents: Age and gender,Age - 5 year groups,90-94 years,Count of persons,26.0
Melbourne (CBD),2011,Residents: Age and gender,Age - 5 year groups,15-19 years,Count of persons,1530.0
Melbourne (CBD),2011,Residents: Age and gender,Age - 5 year groups,20-24 years,Count of persons,6049.0
Melbourne (CBD),2011,Residents: Age and gender,Age - 5 year groups,30-34 years,Count of persons,2472.0
Melbourne (CBD),2011,Residents: Age and gender,Age - 5 year groups,65-69 years,Count of persons,243.0
Melbourne (CBD),2011,Residents: Age and gender,Age - 5 year groups,70-74 years,Count of persons,145.0
Melbourne (CBD),2011,Residents: Age and gender,Age - 5 year groups,75-79 years,Count of persons,92.0
Melbourne (CBD),2011,Residents: Age and gender,Age - 5 year groups,90-94 years,Count of persons,10.0
City of Melbourne,2011,Residents: Age and gender,Age - 5 year groups,0-4 years,Count of persons,3174.0
City of Melbourne,2011,Residents: Age and gender,Age - 5 year groups,20-24 years,Count of persons,19610.0
City of Melbourne,2011,Residents: Age and gender,Age - 5 year groups,40-44 years,Count of persons,4784.0
City of Melbourne,2011,Residents: Age and gender,Age - 5 year groups,60-64 years,Count of persons,3099.0
City of Melbourne,2011,Residents: Age and gender,Age - 5 year groups,65-69 years,Count of persons,2149.0
City of Melbourne,2011,Residents: Age and gender,Age - 5 year groups,90-94 years,Count of persons,240.0
City of Melbourne,2011,Residents: Age and gender,Age - 5 year groups,95-99 years,Count of persons,65.0
North Melbourne,2011,Residents: Age and gender,Age - 5 year groups,25-29 years,Count of persons,2047.0
North Melbourne,2011,Residents: Age and gender,Age - 5 year groups,40-44 years,Count of persons,631.0
North Melbourne,2011,Residents: Age and gender,Age - 5 year groups,55-59 years,Count of persons,468.0
North Melbourne,2011,Residents: Age and gender,Age - 5 year groups,65-69 years,Count of persons,264.0
North Melbourne,2011,Residents: Age and gender,Age - 5 year groups,75-79 years,Count of persons,199.0
North Melbourne,2011,Residents: Age and gender,Age - 5 year groups,80-84 years,Count of persons,106.0
North Melbourne,2011,Residents: Age and gender,Age - 5 year groups,85-89 years,Count of persons,64.0
Parkville,2011,Residents: Age and gender,Age - 5 year groups,15-19 years,Count of persons,1093.0
Parkville,2011,Residents: Age and gender,Age - 5 year groups,25-29 years,Count of persons,704.0
Parkville,2011,Residents: Age and gender,Age - 5 year groups,50-54 years,Count of persons,189.0
Parkville,2011,Residents: Age and gender,Age - 5 year groups,55-59 years,Count of persons,218.0
Parkville,2011,Residents: Age and gender,Age - 5 year groups,60-64 years,Count of persons,196.0
Parkville,2011,Residents: Age and gender,Age - 5 year groups,90-94 years,Count of persons,51.0
South Yarra (inc. Melbourne Remainder),2011,Residents: Age and gender,Age - 5 year groups,0-4 years,Count of persons,218.0
South Yarra (inc. Melbourne Remainder),2011,Residents: Age and gender,Age - 5 year groups,5-9 years,Count of persons,124.0
South Yarra (inc. Melbourne Remainder),2011,Residents: Age and gender,Age - 5 year groups,35-39 years,Count of persons,490.0
