Age,Gender,Geography,Year,Value
Age 55-59,Male,Melbourne (CBD),2037,935
Age 55-59,Male,Melbourne (CBD),2038,1035
Age 55-59,Male,Melbourne (CBD),2041,1465
Age 60-64,Female,Melbourne (CBD),2022,339
Age 60-64,Female,Melbourne (CBD),2025,358
Age 60-64,Female,Melbourne (CBD),2026,379
Age 60-64,Female,Melbourne (CBD),2028,393
Age 60-64,Female,Melbourne (CBD),2030,417
Age 60-64,Female,Melbourne (CBD),2032,431
Age 60-64,Female,Melbourne (CBD),2034,463
Age 60-64,Female,Melbourne (CBD),2035,471
Age 60-64,Female,Melbourne (CBD),2038,547
Age 60-64,Female,Melbourne (CBD),2041,659
Age 60-64,Male,Melbourne (CBD),2021,348
Age 60-64,Male,Melbourne (CBD),2023,379
Age 60-64,Male,Melbourne (CBD),2025,380
Age 60-64,Male,Melbourne (CBD),2033,490
Age 60-64,Male,Melbourne (CBD),2034,510
Age 60-64,Male,Melbourne (CBD),2037,605
Age 60-64,Male,Melbourne (CBD),2040,708
Age 60-64,Male,Melbourne (CBD),2041,749
Age 65-69,Female,Melbourne (CBD),2026,252
Age 65-69,Female,Melbourne (CBD),2027,267
Age 65-69,Female,Melbourne (CBD),2028,267
Age 65-69,Female,Melbourne (CBD),2032,280
Age 65-69,Female,Melbourne (CBD),2034,294
Age 65-69,Female,Melbourne (CBD),2037,302
Age 65-69,Female,Melbourne (CBD),2041,369
Age 65-69,Male,Melbourne (CBD),2025,320
Age 65-69,Male,Melbourne (CBD),2028,353
Age 65-69,Male,Melbourne (CBD),2029,354
Age 65-69,Male,Melbourne (CBD),2035,391
Age 65-69,Male,Melbourne (CBD),2036,395
Age 65-69,Male,Melbourne (CBD),2041,481
Age 70-74,Female,Melbourne (CBD),2022,216
Age 70-74,Female,Melbourne (CBD),2023,236
Age 70-74,Female,Melbourne (CBD),2024,247
Age 70-74,Female,Melbourne (CBD),2026,263
Age 70-74,Female,Melbourne (CBD),2027,271
Age 70-74,Female,Melbourne (CBD),2030,304
Age 70-74,Female,Melbourne (CBD),2031,303
Age 70-74,Female,Melbourne (CBD),2032,312
Age 70-74,Female,Melbourne (CBD),2041,350
Age 70-74,Male,Melbourne (CBD),2021,219
Age 70-74,Male,Melbourne (CBD),2022,241
Age 70-74,Male,Melbourne (CBD),2023,253
Age 70-74,Male,Melbourne (CBD),2028,301
Age 70-74,Male,Melbourne (CBD),2031,313
Age 70-74,Male,Melbourne (CBD),2032,321
Age 70-74,Male,Melbourne (CBD),2035,324
Age 75-79,Female,Melbourne (CBD),2024,123
Age 75-79,Female,Melbourne (CBD),2025,155
Age 75-79,Female,Melbourne (CBD),2028,227
Age 75-79,Female,Melbourne (CBD),2041,302
Age 75-79,Male,Melbourne (CBD),2026,258
Age 75-79,Male,Melbourne (CBD),2027,284
Age 75-79,Male,Melbourne (CBD),2032,337
Age 80-84,Female,Melbourne (CBD),2021,52
Age 80-84,Female,Melbourne (CBD),2030,223
Age 80-84,Female,Melbourne (CBD),2033,298
Age 80-84,Female,Melbourne (CBD),2035,299
Age 80-84,Female,Melbourne (CBD),2040,346
Age 80-84,Male,Melbourne (CBD),2021,62
Age 80-84,Male,Melbourne (CBD),2022,66
Age 80-84,Male,Melbourne (CBD),2026,105
Age 80-84,Male,Melbourne (CBD),2030,240
Age 80-84,Male,Melbourne (CBD),2039,361
Age 80-84,Male,Melbourne (CBD),2041,363
Age 85+,Female,Melbourne (CBD),2026,74
Age 85+,Female,Melbourne (CBD),2029,100
Age 85+,Female,Melbourne (CBD),2031,120
Age 85+,Female,Melbourne (CBD),2032,147
Age 85+,Female,Melbourne (CBD),2035,231
Age 85+,Female,Melbourne (CBD),2040,354
Age 85+,Female,Melbourne (CBD),2041,380
Age 85+,Male,Melbourne (CBD),2022,39
Age 85+,Male,Melbourne (CBD),2027,60
Age 85+,Male,Melbourne (CBD),2029,71
Age 85+,Male,Melbourne (CBD),2032,102
Age 85+,Male,Melbourne (CBD),2037,198
Age 85+,Male,Melbourne (CBD),2039,225
Age 85+,Male,Melbourne (CBD),2041,258
Age 0-4,Female,Melbourne (Remainder),2023,46
Age 0-4,Female,Melbourne (Remainder),2027,68
Age 0-4,Female,Melbourne (Remainder),2029,74
Age 0-4,Female,Melbourne (Remainder),2032,82
Age 0-4,Female,Melbourne (Remainder),2035,82
Age 0-4,Female,Melbourne (Remainder),2037,80
Age 0-4,Female,Melbourne (Remainder),2040,78
Age 0-4,Male,Melbourne (Remainder),2021,21
Age 0-4,Male,Melbourne (Remainder),2024,29
Age 0-4,Male,Melbourne (Remainder),2025,32
Age 0-4,Male,Melbourne (Remainder),2026,35
Age 0-4,Male,Melbourne (Remainder),2033,47
Age 0-4,Male,Melbourne (Remainder),2035,48
Age 0-4,Male,Melbourne (Remainder),2036,47
Age 0-4,Male,Melbourne (Remainder),2041,45
Age 5-9,Female,Melbourne (Remainder),2022,21
Age 5-9,Female,Melbourne (Remainder),2023,21
Age 5-9,Female,Melbourne (Remainder),2031,39
Age 5-9,Female,Melbourne (Remainder),2032,41
Age 5-9,Female,Melbourne (Remainder),2037,44
Age 5-9,Female,Melbourne (Remainder),2038,45
Age 5-9,Male,Melbourne (Remainder),2025,17
Age 5-9,Male,Melbourne (Remainder),2027,20
Age 5-9,Male,Melbourne (Remainder),2028,22
Age 5-9,Male,Melbourne (Remainder),2033,38
Age 5-9,Male,Melbourne (Remainder),2035,41
Age 5-9,Male,Melbourne (Remainder),2036,41
Age 5-9,Male,Melbourne (Remainder),2039,42
Age 10-14,Female,Melbourne (Remainder),2027,13
Age 10-14,Female,Melbourne (Remainder),2030,9
Age 10-14,Female,Melbourne (Remainder),2033,12
Age 10-14,Female,Melbourne (Remainder),2036,22
Age 10-14,Male,Melbourne (Remainder),2030,19
Age 10-14,Male,Melbourne (Remainder),2032,24
Age 10-14,Male,Melbourne (Remainder),2039,43
Age 10-14,Male,Melbourne (Remainder),2041,45
Age 15-19,Female,Melbourne (Remainder),2025,29
Age 15-19,Female,Melbourne (Remainder),2035,23
Age 15-19,Female,Melbourne (Remainder),2036,23
Age 15-19,Female,Melbourne (Remainder),2039,30
Age 15-19,Female,Melbourne (Remainder),2040,30
Age 15-19,Female,Melbourne (Remainder),2041,31
Age 15-19,Male,Melbourne (Remainder),2025,35
Age 15-19,Male,Melbourne (Remainder),2028,35
Age 15-19,Male,Melbourne (Remainder),2030,34
Age 15-19,Male,Melbourne (Remainder),2032,32
Age 15-19,Male,Melbourne (Remainder),2033,31
Age 15-19,Male,Melbourne (Remainder),2034,29
Age 15-19,Male,Melbourne (Remainder),2035,29
Age 20-24,Female,Melbourne (Remainder),2023,98
Age 20-24,Female,Melbourne (Remainder),2024,98
Age 20-24,Female,Melbourne (Remainder),2025,98
Age 20-24,Female,Melbourne (Remainder),2028,106
Age 20-24,Female,Melbourne (Remainder),2032,112
Age 20-24,Female,Melbourne (Remainder),2033,109
Age 20-24,Female,Melbourne (Remainder),2036,98
Age 20-24,Male,Melbourne (Remainder),2021,120
Age 20-24,Male,Melbourne (Remainder),2022,112
Age 20-24,Male,Melbourne (Remainder),2023,97
Age 20-24,Male,Melbourne (Remainder),2024,99
Age 20-24,Male,Melbourne (Remainder),2025,100
Age 20-24,Male,Melbourne (Remainder),2031,116
Age 20-24,Male,Melbourne (Remainder),2032,115
Age 20-24,Male,Melbourne (Remainder),2033,112
Age 20-24,Male,Melbourne (Remainder),2035,104
Age 20-24,Male,Melbourne (Remainder),2037,98
Age 20-24,Male,Melbourne (Remainder),2040,93
Age 20-24,Male,Melbourne (Remainder),2041,93
Age 25-29,Female,Melbourne (Remainder),2021,190
Age 25-29,Female,Melbourne (Remainder),2022,180
Age 25-29,Female,Melbourne (Remainder),2024,171
Age 25-29,Female,Melbourne (Remainder),2025,176
Age 25-29,Female,Melbourne (Remainder),2028,193
Age 25-29,Female,Melbourne (Remainder),2029,196
Age 25-29,Female,Melbourne (Remainder),2030,197
Age 25-29,Female,Melbourne (Remainder),2031,185
Age 25-29,Female,Melbourne (Remainder),2032,188
Age 25-29,Female,Melbourne (Remainder),2033,190
Age 25-29,Female,Melbourne (Remainder),2035,192
Age 25-29,Male,Melbourne (Remainder),2023,175
Age 25-29,Male,Melbourne (Remainder),2026,187
Age 25-29,Male,Melbourne (Remainder),2034,201
Age 25-29,Male,Melbourne (Remainder),2035,201
Age 25-29,Male,Melbourne (Remainder),2036,196
Age 25-29,Male,Melbourne (Remainder),2037,190
Age 25-29,Male,Melbourne (Remainder),2038,185
Age 25-29,Male,Melbourne (Remainder),2039,178
Age 30-34,Female,Melbourne (Remainder),2023,238
Age 30-34,Female,Melbourne (Remainder),2024,258
Age 30-34,Female,Melbourne (Remainder),2026,292
Age 30-34,Female,Melbourne (Remainder),2027,285
Age 30-34,Female,Melbourne (Remainder),2035,277
Age 30-34,Female,Melbourne (Remainder),2036,266
Age 30-34,Female,Melbourne (Remainder),2038,272
Age 30-34,Female,Melbourne (Remainder),2039,273
Age 30-34,Female,Melbourne (Remainder),2041,261
Age 30-34,Male,Melbourne (Remainder),2021,210
Age 30-34,Male,Melbourne (Remainder),2023,223
Age 30-34,Male,Melbourne (Remainder),2027,271
Age 30-34,Male,Melbourne (Remainder),2029,266
Age 30-34,Male,Melbourne (Remainder),2030,261
Age 30-34,Male,Melbourne (Remainder),2036,247
Age 30-34,Male,Melbourne (Remainder),2037,249
Age 30-34,Male,Melbourne (Remainder),2040,253
Age 35-39,Female,Melbourne (Remainder),2023,159
Age 35-39,Female,Melbourne (Remainder),2026,202
Age 35-39,Female,Melbourne (Remainder),2027,215
Age 35-39,Female,Melbourne (Remainder),2030,263
Age 35-39,Female,Melbourne (Remainder),2032,263
Age 35-39,Female,Melbourne (Remainder),2033,263
Age 35-39,Female,Melbourne (Remainder),2034,262
Age 35-39,Female,Melbourne (Remainder),2035,256
Age 35-39,Female,Melbourne (Remainder),2041,222
Age 35-39,Male,Melbourne (Remainder),2022,195
Age 35-39,Male,Melbourne (Remainder),2023,205
Age 35-39,Male,Melbourne (Remainder),2025,247
Age 35-39,Male,Melbourne (Remainder),2027,276
Age 35-39,Male,Melbourne (Remainder),2032,343
Age 35-39,Male,Melbourne (Remainder),2035,323
Age 35-39,Male,Melbourne (Remainder),2039,313
Age 35-39,Male,Melbourne (Remainder),2041,281
Age 40-44,Female,Melbourne (Remainder),2023,150
Age 40-44,Female,Melbourne (Remainder),2026,219
Age 40-44,Female,Melbourne (Remainder),2027,239
Age 40-44,Female,Melbourne (Remainder),2032,337
Age 40-44,Female,Melbourne (Remainder),2033,360
Age 40-44,Female,Melbourne (Remainder),2036,408
Age 40-44,Female,Melbourne (Remainder),2038,380
Age 40-44,Male,Melbourne (Remainder),2022,109
Age 40-44,Male,Melbourne (Remainder),2024,132
Age 40-44,Male,Melbourne (Remainder),2028,199
Age 40-44,Male,Melbourne (Remainder),2031,240
Age 40-44,Male,Melbourne (Remainder),2032,256
Age 40-44,Male,Melbourne (Remainder),2034,288
Age 40-44,Male,Melbourne (Remainder),2038,289
Age 45-49,Female,Melbourne (Remainder),2021,50
Age 45-49,Female,Melbourne (Remainder),2022,51
Age 45-49,Female,Melbourne (Remainder),2023,52
Age 45-49,Female,Melbourne (Remainder),2026,62
Age 45-49,Female,Melbourne (Remainder),2031,101
Age 45-49,Female,Melbourne (Remainder),2033,117
Age 45-49,Female,Melbourne (Remainder),2036,136
Age 45-49,Female,Melbourne (Remainder),2038,153
Age 45-49,Female,Melbourne (Remainder),2039,161
Age 45-49,Female,Melbourne (Remainder),2040,169
Age 45-49,Female,Melbourne (Remainder),2041,173
Age 45-49,Male,Melbourne (Remainder),2021,57
Age 45-49,Male,Melbourne (Remainder),2023,59
Age 45-49,Male,Melbourne (Remainder),2026,72
Age 45-49,Male,Melbourne (Remainder),2027,80
Age 45-49,Male,Melbourne (Remainder),2030,109
Age 45-49,Male,Melbourne (Remainder),2032,128
Age 45-49,Male,Melbourne (Remainder),2035,149
Age 45-49,Male,Melbourne (Remainder),2041,194
Age 50-54,Female,Melbourne (Remainder),2024,66
Age 50-54,Female,Melbourne (Remainder),2027,79
Age 50-54,Female,Melbourne (Remainder),2034,123
Age 50-54,Female,Melbourne (Remainder),2036,146
Age 50-54,Female,Melbourne (Remainder),2037,155
Age 50-54,Female,Melbourne (Remainder),2038,164
Age 50-54,Male,Melbourne (Remainder),2022,70
Age 50-54,Male,Melbourne (Remainder),2023,72
Age 50-54,Male,Melbourne (Remainder),2026,81
Age 50-54,Male,Melbourne (Remainder),2027,86
Age 50-54,Male,Melbourne (Remainder),2030,97
Age 50-54,Male,Melbourne (Remainder),2033,120
Age 50-54,Male,Melbourne (Remainder),2034,128
Age 50-54,Male,Melbourne (Remainder),2039,182
Age 55-59,Female,Melbourne (Remainder),2026,68
Age 55-59,Female,Melbourne (Remainder),2031,77
Age 55-59,Female,Melbourne (Remainder),2038,100
Age 55-59,Female,Melbourne (Remainder),2040,121
Age 55-59,Male,Melbourne (Remainder),2021,81
Age 55-59,Male,Melbourne (Remainder),2023,76
Age 55-59,Male,Melbourne (Remainder),2027,81
Age 55-59,Male,Melbourne (Remainder),2029,81
Age 55-59,Male,Melbourne (Remainder),2038,115
Age 55-59,Male,Melbourne (Remainder),2039,122
Age 55-59,Male,Melbourne (Remainder),2041,146
Age 60-64,Female,Melbourne (Remainder),2024,125
Age 60-64,Female,Melbourne (Remainder),2028,123
Age 60-64,Female,Melbourne (Remainder),2029,125
Age 60-64,Female,Melbourne (Remainder),2033,126
Age 60-64,Female,Melbourne (Remainder),2036,129
Age 60-64,Female,Melbourne (Remainder),2038,131
Age 60-64,Female,Melbourne (Remainder),2041,145
Age 60-64,Male,Melbourne (Remainder),2025,86
Age 60-64,Male,Melbourne (Remainder),2026,85
Age 60-64,Male,Melbourne (Remainder),2027,83
Age 60-64,Male,Melbourne (Remainder),2028,84
Age 60-64,Male,Melbourne (Remainder),2029,85
Age 60-64,Male,Melbourne (Remainder),2034,84
Age 60-64,Male,Melbourne (Remainder),2037,90
Age 60-64,Male,Melbourne (Remainder),2039,93
Age 60-64,Male,Melbourne (Remainder),2041,99
Age 65-69,Female,Melbourne (Remainder),2023,115
Age 65-69,Female,Melbourne (Remainder),2025,121
Age 65-69,Female,Melbourne (Remainder),2028,115
Age 65-69,Female,Melbourne (Remainder),2029,110
Age 65-69,Female,Melbourne (Remainder),2030,109
Age 65-69,Female,Melbourne (Remainder),2034,110
Age 65-69,Female,Melbourne (Remainder),2037,102
Age 65-69,Female,Melbourne (Remainder),2038,102
Age 65-69,Female,Melbourne (Remainder),2040,101
Age 65-69,Male,Melbourne (Remainder),2023,149
Age 65-69,Male,Melbourne (Remainder),2032,135
Age 65-69,Male,Melbourne (Remainder),2035,135
Age 65-69,Male,Melbourne (Remainder),2037,127
Age 70-74,Female,Melbourne (Remainder),2021,116
Age 70-74,Female,Melbourne (Remainder),2022,119
Age 70-74,Female,Melbourne (Remainder),2023,117
Age 70-74,Female,Melbourne (Remainder),2024,113
Age 70-74,Female,Melbourne (Remainder),2025,117
Age 70-74,Female,Melbourne (Remainder),2026,116
Age 70-74,Female,Melbourne (Remainder),2029,113
Age 70-74,Female,Melbourne (Remainder),2030,116
Age 70-74,Female,Melbourne (Remainder),2036,106
Age 70-74,Female,Melbourne (Remainder),2038,99
Age 70-74,Female,Melbourne (Remainder),2040,95
Age 70-74,Male,Melbourne (Remainder),2023,122
Age 70-74,Male,Melbourne (Remainder),2024,126
Age 70-74,Male,Melbourne (Remainder),2028,120
Age 70-74,Male,Melbourne (Remainder),2030,126
Age 70-74,Male,Melbourne (Remainder),2035,113
Age 70-74,Male,Melbourne (Remainder),2037,106
Age 70-74,Male,Melbourne (Remainder),2039,101
Age 75-79,Female,Melbourne (Remainder),2022,93
Age 75-79,Female,Melbourne (Remainder),2026,178
Age 75-79,Female,Melbourne (Remainder),2030,195
Age 75-79,Female,Melbourne (Remainder),2033,196
Age 75-79,Female,Melbourne (Remainder),2034,192
Age 75-79,Female,Melbourne (Remainder),2035,191
Age 75-79,Female,Melbourne (Remainder),2036,177
Age 75-79,Female,Melbourne (Remainder),2037,178
Age 75-79,Female,Melbourne (Remainder),2039,163
Age 75-79,Male,Melbourne (Remainder),2021,37
Age 75-79,Male,Melbourne (Remainder),2023,55
Age 75-79,Male,Melbourne (Remainder),2024,70
Age 75-79,Male,Melbourne (Remainder),2027,94
Age 75-79,Male,Melbourne (Remainder),2031,94
Age 75-79,Male,Melbourne (Remainder),2032,95
Age 75-79,Male,Melbourne (Remainder),2034,96
Age 75-79,Male,Melbourne (Remainder),2036,90
Age 75-79,Male,Melbourne (Remainder),2039,85
Age 75-79,Male,Melbourne (Remainder),2041,83
Age 80-84,Female,Melbourne (Remainder),2021,26
Age 80-84,Female,Melbourne (Remainder),2022,32
Age 80-84,Female,Melbourne (Remainder),2032,89
Age 80-84,Female,Melbourne (Remainder),2033,91
Age 80-84,Female,Melbourne (Remainder),2034,85
Age 80-84,Male,Melbourne (Remainder),2021,28
Age 80-84,Male,Melbourne (Remainder),2022,29
Age 80-84,Male,Melbourne (Remainder),2024,33
Age 80-84,Male,Melbourne (Remainder),2025,37
Age 80-84,Male,Melbourne (Remainder),2033,92
Age 80-84,Male,Melbourne (Remainder),2040,63
Age 85+,Female,Melbourne (Remainder),2022,23
Age 85+,Female,Melbourne (Remainder),2028,31
Age 85+,Female,Melbourne (Remainder),2038,82
Age 85+,Female,Melbourne (Remainder),2039,84
Age 85+,Male,Melbourne (Remainder),2028,29
Age 85+,Male,Melbourne (Remainder),2030,33
Age 85+,Male,Melbourne (Remainder),2037,67
Age 85+,Male,Melbourne (Remainder),2039,69
Age 0-4,Female,North Melbourne,2024,312
Age 0-4,Female,North Melbourne,2025,358
Age 0-4,Female,North Melbourne,2034,613
Age 0-4,Female,North Melbourne,2041,798
Age 0-4,Male,North Melbourne,2021,241
Age 0-4,Male,North Melbourne,2026,435
Age 0-4,Male,North Melbourne,2028,498
Age 0-4,Male,North Melbourne,2030,558
Age 0-4,Male,North Melbourne,2031,590
Age 0-4,Male,North Melbourne,2032,616
Age 0-4,Male,North Melbourne,2033,636
Age 0-4,Male,North Melbourne,2034,666
Age 0-4,Male,North Melbourne,2035,692
Age 0-4,Male,North Melbourne,2036,719
Age 5-9,Female,North Melbourne,2023,227
Age 5-9,Female,North Melbourne,2030,469
Age 5-9,Female,North Melbourne,2031,532
Age 5-9,Female,North Melbourne,2032,567
Age 5-9,Female,North Melbourne,2037,761
Age 5-9,Female,North Melbourne,2039,848
Age 5-9,Female,North Melbourne,2040,871
Age 5-9,Male,North Melbourne,2022,251
Age 5-9,Male,North Melbourne,2027,331
Age 5-9,Male,North Melbourne,2029,454
Age 5-9,Male,North Melbourne,2033,654
Age 5-9,Male,North Melbourne,2038,877
Age 10-14,Female,North Melbourne,2023,264
Age 10-14,Female,North Melbourne,2025,262
Age 10-14,Female,North Melbourne,2026,262
Age 10-14,Female,North Melbourne,2030,272
Age 10-14,Female,North Melbourne,2033,470
Age 10-14,Female,North Melbourne,2035,645
Age 10-14,Female,North Melbourne,2037,809
Age 10-14,Female,North Melbourne,2040,983
Age 10-14,Female,North Melbourne,2041,1044
Age 10-14,Male,North Melbourne,2021,246
Age 10-14,Male,North Melbourne,2024,217
Age 10-14,Male,North Melbourne,2025,217
Age 10-14,Male,North Melbourne,2027,208
Age 10-14,Male,North Melbourne,2028,203
Age 10-14,Male,North Melbourne,2032,277
Age 10-14,Male,North Melbourne,2033,349
Age 10-14,Male,North Melbourne,2036,621
Age 10-14,Male,North Melbourne,2037,692
Age 10-14,Male,North Melbourne,2038,753
Age 10-14,Male,North Melbourne,2039,823
Age 15-19,Female,North Melbourne,2022,311
Age 15-19,Female,North Melbourne,2027,446
Age 15-19,Female,North Melbourne,2028,451
Age 15-19,Female,North Melbourne,2029,453
Age 15-19,Female,North Melbourne,2030,452
Age 15-19,Female,North Melbourne,2031,458
Age 15-19,Female,North Melbourne,2033,453
Age 15-19,Female,North Melbourne,2034,473
Age 15-19,Female,North Melbourne,2035,493
Age 15-19,Female,North Melbourne,2036,527
Age 15-19,Female,North Melbourne,2037,588
Age 15-19,Male,North Melbourne,2027,371
Age 15-19,Male,North Melbourne,2029,378
Age 15-19,Male,North Melbourne,2030,376
Age 15-19,Male,North Melbourne,2031,378
Age 15-19,Male,North Melbourne,2038,573
Age 15-19,Male,North Melbourne,2040,681
Age 20-24,Female,North Melbourne,2025,1456
Age 20-24,Female,North Melbourne,2032,1978
Age 20-24,Female,North Melbourne,2033,1962
Age 20-24,Female,North Melbourne,2041,2008
Age 20-24,Male,North Melbourne,2024,1223
Age 20-24,Male,North Melbourne,2028,1537
Age 20-24,Male,North Melbourne,2031,1722
Age 20-24,Male,North Melbourne,2032,1720
Age 20-24,Male,North Melbourne,2038,1721
Age 20-24,Male,North Melbourne,2039,1747
Age 20-24,Male,North Melbourne,2040,1760
Age 20-24,Male,North Melbourne,2041,1782
Age 25-29,Female,North Melbourne,2022,1552
Age 25-29,Female,North Melbourne,2023,1508
Age 25-29,Female,North Melbourne,2028,1908
Age 25-29,Female,North Melbourne,2033,2032
Age 25-29,Female,North Melbourne,2034,2096
Age 25-29,Female,North Melbourne,2037,2107
Age 25-29,Male,North Melbourne,2027,1744
Age 25-29,Male,North Melbourne,2028,1800
Age 25-29,Male,North Melbourne,2031,1818
Age 25-29,Male,North Melbourne,2032,1879
Age 25-29,Male,North Melbourne,2034,1999
Age 25-29,Male,North Melbourne,2039,2014
Age 30-34,Female,North Melbourne,2022,1019
Age 30-34,Female,North Melbourne,2025,1250
Age 30-34,Female,North Melbourne,2026,1377
Age 30-34,Female,North Melbourne,2035,1559
Age 30-34,Female,North Melbourne,2038,1651
Age 30-34,Male,North Melbourne,2021,958
Age 30-34,Male,North Melbourne,2022,1015
Age 30-34,Male,North Melbourne,2025,1240
Age 30-34,Male,North Melbourne,2029,1443
Age 30-34,Male,North Melbourne,2033,1598
Age 35-39,Female,North Melbourne,2021,624
Age 35-39,Female,North Melbourne,2027,1079
Age 35-39,Female,North Melbourne,2037,1575
Age 35-39,Female,North Melbourne,2039,1628
Age 35-39,Male,North Melbourne,2025,954
Age 35-39,Male,North Melbourne,2027,1156
Age 35-39,Male,North Melbourne,2028,1265
Age 35-39,Male,North Melbourne,2030,1481
Age 35-39,Male,North Melbourne,2031,1575
Age 35-39,Male,North Melbourne,2032,1553
Age 35-39,Male,North Melbourne,2035,1514
Age 35-39,Male,North Melbourne,2038,1697
Age 35-39,Male,North Melbourne,2041,1584
Age 40-44,Female,North Melbourne,2021,517
Age 40-44,Female,North Melbourne,2023,627
Age 40-44,Female,North Melbourne,2029,1251
Age 40-44,Female,North Melbourne,2033,1669
Age 40-44,Male,North Melbourne,2028,1036
Age 40-44,Male,North Melbourne,2036,1884
Age 40-44,Male,North Melbourne,2037,1872
Age 40-44,Male,North Melbourne,2038,1886
Age 45-49,Female,North Melbourne,2025,437
Age 45-49,Female,North Melbourne,2026,479
Age 45-49,Female,North Melbourne,2031,832
Age 45-49,Female,North Melbourne,2032,912
Age 45-49,Female,North Melbourne,2033,985
Age 45-49,Female,North Melbourne,2034,1088
Age 45-49,Female,North Melbourne,2036,1273
Age 45-49,Female,North Melbourne,2037,1386
Age 45-49,Male,North Melbourne,2021,347
Age 45-49,Male,North Melbourne,2024,405
